dataset,split,input_path,target_path,category,illumination_level
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00030.png,data/raw/lol_v2/real_captured/train/normal/normal00030.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00032.png,data/raw/lol_v2/real_captured/train/normal/normal00032.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00034.png,data/raw/lol_v2/real_captured/train/normal/normal00034.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00035.png,data/raw/lol_v2/real_captured/train/normal/normal00035.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00036.png,data/raw/lol_v2/real_captured/train/normal/normal00036.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00037.png,data/raw/lol_v2/real_captured/train/normal/normal00037.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00038.png,data/raw/lol_v2/real_captured/train/normal/normal00038.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00039.png,data/raw/lol_v2/real_captured/train/normal/normal00039.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00040.png,data/raw/lol_v2/real_captured/train/normal/normal00040.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00041.png,data/raw/lol_v2/real_captured/train/normal/normal00041.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00042.png,data/raw/lol_v2/real_captured/train/normal/normal00042.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00043.png,data/raw/lol_v2/real_captured/train/normal/normal00043.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00044.png,data/raw/lol_v2/real_captured/train/normal/normal00044.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00046.png,data/raw/lol_v2/real_captured/train/normal/normal00046.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00048.png,data/raw/lol_v2/real_captured/train/normal/normal00048.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00049.png,data/raw/lol_v2/real_captured/train/normal/normal00049.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00050.png,data/raw/lol_v2/real_captured/train/normal/normal00050.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00051.png,data/raw/lol_v2/real_captured/train/normal/normal00051.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00052.png,data/raw/lol_v2/real_captured/train/normal/normal00052.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00053.png,data/raw/lol_v2/real_captured/train/normal/normal00053.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00054.png,data/raw/lol_v2/real_captured/train/normal/normal00054.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00055.png,data/raw/lol_v2/real_captured/train/normal/normal00055.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00056.png,data/raw/lol_v2/real_captured/train/normal/normal00056.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00057.png,data/raw/lol_v2/real_captured/train/normal/normal00057.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00058.png,data/raw/lol_v2/real_captured/train/normal/normal00058.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00059.png,data/raw/lol_v2/real_captured/train/normal/normal00059.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00060.png,data/raw/lol_v2/real_captured/train/normal/normal00060.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00061.png,data/raw/lol_v2/real_captured/train/normal/normal00061.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00062.png,data/raw/lol_v2/real_captured/train/normal/normal00062.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00063.png,data/raw/lol_v2/real_captured/train/normal/normal00063.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00064.png,data/raw/lol_v2/real_captured/train/normal/normal00064.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00065.png,data/raw/lol_v2/real_captured/train/normal/normal00065.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00066.png,data/raw/lol_v2/real_captured/train/normal/normal00066.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00067.png,data/raw/lol_v2/real_captured/train/normal/normal00067.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00068.png,data/raw/lol_v2/real_captured/train/normal/normal00068.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00069.png,data/raw/lol_v2/real_captured/train/normal/normal00069.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00070.png,data/raw/lol_v2/real_captured/train/normal/normal00070.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00071.png,data/raw/lol_v2/real_captured/train/normal/normal00071.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00073.png,data/raw/lol_v2/real_captured/train/normal/normal00073.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00074.png,data/raw/lol_v2/real_captured/train/normal/normal00074.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00075.png,data/raw/lol_v2/real_captured/train/normal/normal00075.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00076.png,data/raw/lol_v2/real_captured/train/normal/normal00076.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00077.png,data/raw/lol_v2/real_captured/train/normal/normal00077.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00078.png,data/raw/lol_v2/real_captured/train/normal/normal00078.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00079.png,data/raw/lol_v2/real_captured/train/normal/normal00079.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00080.png,data/raw/lol_v2/real_captured/train/normal/normal00080.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00083.png,data/raw/lol_v2/real_captured/train/normal/normal00083.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00084.png,data/raw/lol_v2/real_captured/train/normal/normal00084.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00085.png,data/raw/lol_v2/real_captured/train/normal/normal00085.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00086.png,data/raw/lol_v2/real_captured/train/normal/normal00086.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00087.png,data/raw/lol_v2/real_captured/train/normal/normal00087.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00088.png,data/raw/lol_v2/real_captured/train/normal/normal00088.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00089.png,data/raw/lol_v2/real_captured/train/normal/normal00089.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00091.png,data/raw/lol_v2/real_captured/train/normal/normal00091.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00092.png,data/raw/lol_v2/real_captured/train/normal/normal00092.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00093.png,data/raw/lol_v2/real_captured/train/normal/normal00093.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00094.png,data/raw/lol_v2/real_captured/train/normal/normal00094.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00097.png,data/raw/lol_v2/real_captured/train/normal/normal00097.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00098.png,data/raw/lol_v2/real_captured/train/normal/normal00098.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00099.png,data/raw/lol_v2/real_captured/train/normal/normal00099.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00101.png,data/raw/lol_v2/real_captured/train/normal/normal00101.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00102.png,data/raw/lol_v2/real_captured/train/normal/normal00102.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00103.png,data/raw/lol_v2/real_captured/train/normal/normal00103.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00106.png,data/raw/lol_v2/real_captured/train/normal/normal00106.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00107.png,data/raw/lol_v2/real_captured/train/normal/normal00107.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00108.png,data/raw/lol_v2/real_captured/train/normal/normal00108.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00109.png,data/raw/lol_v2/real_captured/train/normal/normal00109.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00110.png,data/raw/lol_v2/real_captured/train/normal/normal00110.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00111.png,data/raw/lol_v2/real_captured/train/normal/normal00111.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00112.png,data/raw/lol_v2/real_captured/train/normal/normal00112.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00113.png,data/raw/lol_v2/real_captured/train/normal/normal00113.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00114.png,data/raw/lol_v2/real_captured/train/normal/normal00114.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00116.png,data/raw/lol_v2/real_captured/train/normal/normal00116.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00117.png,data/raw/lol_v2/real_captured/train/normal/normal00117.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00118.png,data/raw/lol_v2/real_captured/train/normal/normal00118.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00119.png,data/raw/lol_v2/real_captured/train/normal/normal00119.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00120.png,data/raw/lol_v2/real_captured/train/normal/normal00120.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00121.png,data/raw/lol_v2/real_captured/train/normal/normal00121.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00122.png,data/raw/lol_v2/real_captured/train/normal/normal00122.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00123.png,data/raw/lol_v2/real_captured/train/normal/normal00123.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00124.png,data/raw/lol_v2/real_captured/train/normal/normal00124.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00125.png,data/raw/lol_v2/real_captured/train/normal/normal00125.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00126.png,data/raw/lol_v2/real_captured/train/normal/normal00126.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00127.png,data/raw/lol_v2/real_captured/train/normal/normal00127.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00129.png,data/raw/lol_v2/real_captured/train/normal/normal00129.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00130.png,data/raw/lol_v2/real_captured/train/normal/normal00130.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00131.png,data/raw/lol_v2/real_captured/train/normal/normal00131.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00132.png,data/raw/lol_v2/real_captured/train/normal/normal00132.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00133.png,data/raw/lol_v2/real_captured/train/normal/normal00133.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00134.png,data/raw/lol_v2/real_captured/train/normal/normal00134.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00135.png,data/raw/lol_v2/real_captured/train/normal/normal00135.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00136.png,data/raw/lol_v2/real_captured/train/normal/normal00136.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00137.png,data/raw/lol_v2/real_captured/train/normal/normal00137.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00138.png,data/raw/lol_v2/real_captured/train/normal/normal00138.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00139.png,data/raw/lol_v2/real_captured/train/normal/normal00139.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00140.png,data/raw/lol_v2/real_captured/train/normal/normal00140.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00141.png,data/raw/lol_v2/real_captured/train/normal/normal00141.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00142.png,data/raw/lol_v2/real_captured/train/normal/normal00142.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00144.png,data/raw/lol_v2/real_captured/train/normal/normal00144.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00145.png,data/raw/lol_v2/real_captured/train/normal/normal00145.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00146.png,data/raw/lol_v2/real_captured/train/normal/normal00146.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00147.png,data/raw/lol_v2/real_captured/train/normal/normal00147.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00148.png,data/raw/lol_v2/real_captured/train/normal/normal00148.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00149.png,data/raw/lol_v2/real_captured/train/normal/normal00149.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00150.png,data/raw/lol_v2/real_captured/train/normal/normal00150.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00151.png,data/raw/lol_v2/real_captured/train/normal/normal00151.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00152.png,data/raw/lol_v2/real_captured/train/normal/normal00152.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00153.png,data/raw/lol_v2/real_captured/train/normal/normal00153.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00154.png,data/raw/lol_v2/real_captured/train/normal/normal00154.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00155.png,data/raw/lol_v2/real_captured/train/normal/normal00155.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00156.png,data/raw/lol_v2/real_captured/train/normal/normal00156.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00157.png,data/raw/lol_v2/real_captured/train/normal/normal00157.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00158.png,data/raw/lol_v2/real_captured/train/normal/normal00158.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00159.png,data/raw/lol_v2/real_captured/train/normal/normal00159.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00161.png,data/raw/lol_v2/real_captured/train/normal/normal00161.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00162.png,data/raw/lol_v2/real_captured/train/normal/normal00162.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00163.png,data/raw/lol_v2/real_captured/train/normal/normal00163.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00165.png,data/raw/lol_v2/real_captured/train/normal/normal00165.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00166.png,data/raw/lol_v2/real_captured/train/normal/normal00166.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00168.png,data/raw/lol_v2/real_captured/train/normal/normal00168.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00169.png,data/raw/lol_v2/real_captured/train/normal/normal00169.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00170.png,data/raw/lol_v2/real_captured/train/normal/normal00170.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00171.png,data/raw/lol_v2/real_captured/train/normal/normal00171.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00172.png,data/raw/lol_v2/real_captured/train/normal/normal00172.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00173.png,data/raw/lol_v2/real_captured/train/normal/normal00173.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00174.png,data/raw/lol_v2/real_captured/train/normal/normal00174.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00175.png,data/raw/lol_v2/real_captured/train/normal/normal00175.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00176.png,data/raw/lol_v2/real_captured/train/normal/normal00176.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00177.png,data/raw/lol_v2/real_captured/train/normal/normal00177.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00178.png,data/raw/lol_v2/real_captured/train/normal/normal00178.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00179.png,data/raw/lol_v2/real_captured/train/normal/normal00179.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00180.png,data/raw/lol_v2/real_captured/train/normal/normal00180.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00181.png,data/raw/lol_v2/real_captured/train/normal/normal00181.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00182.png,data/raw/lol_v2/real_captured/train/normal/normal00182.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00183.png,data/raw/lol_v2/real_captured/train/normal/normal00183.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00184.png,data/raw/lol_v2/real_captured/train/normal/normal00184.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00185.png,data/raw/lol_v2/real_captured/train/normal/normal00185.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00186.png,data/raw/lol_v2/real_captured/train/normal/normal00186.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00187.png,data/raw/lol_v2/real_captured/train/normal/normal00187.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00188.png,data/raw/lol_v2/real_captured/train/normal/normal00188.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00189.png,data/raw/lol_v2/real_captured/train/normal/normal00189.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00190.png,data/raw/lol_v2/real_captured/train/normal/normal00190.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00191.png,data/raw/lol_v2/real_captured/train/normal/normal00191.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00192.png,data/raw/lol_v2/real_captured/train/normal/normal00192.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00193.png,data/raw/lol_v2/real_captured/train/normal/normal00193.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00194.png,data/raw/lol_v2/real_captured/train/normal/normal00194.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00195.png,data/raw/lol_v2/real_captured/train/normal/normal00195.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00196.png,data/raw/lol_v2/real_captured/train/normal/normal00196.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00198.png,data/raw/lol_v2/real_captured/train/normal/normal00198.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00199.png,data/raw/lol_v2/real_captured/train/normal/normal00199.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00200.png,data/raw/lol_v2/real_captured/train/normal/normal00200.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00201.png,data/raw/lol_v2/real_captured/train/normal/normal00201.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00202.png,data/raw/lol_v2/real_captured/train/normal/normal00202.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00203.png,data/raw/lol_v2/real_captured/train/normal/normal00203.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00205.png,data/raw/lol_v2/real_captured/train/normal/normal00205.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00206.png,data/raw/lol_v2/real_captured/train/normal/normal00206.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00207.png,data/raw/lol_v2/real_captured/train/normal/normal00207.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00208.png,data/raw/lol_v2/real_captured/train/normal/normal00208.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00209.png,data/raw/lol_v2/real_captured/train/normal/normal00209.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00210.png,data/raw/lol_v2/real_captured/train/normal/normal00210.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00211.png,data/raw/lol_v2/real_captured/train/normal/normal00211.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00212.png,data/raw/lol_v2/real_captured/train/normal/normal00212.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00213.png,data/raw/lol_v2/real_captured/train/normal/normal00213.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00214.png,data/raw/lol_v2/real_captured/train/normal/normal00214.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00216.png,data/raw/lol_v2/real_captured/train/normal/normal00216.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00217.png,data/raw/lol_v2/real_captured/train/normal/normal00217.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00218.png,data/raw/lol_v2/real_captured/train/normal/normal00218.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00219.png,data/raw/lol_v2/real_captured/train/normal/normal00219.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00220.png,data/raw/lol_v2/real_captured/train/normal/normal00220.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00222.png,data/raw/lol_v2/real_captured/train/normal/normal00222.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00223.png,data/raw/lol_v2/real_captured/train/normal/normal00223.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00225.png,data/raw/lol_v2/real_captured/train/normal/normal00225.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00227.png,data/raw/lol_v2/real_captured/train/normal/normal00227.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00228.png,data/raw/lol_v2/real_captured/train/normal/normal00228.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00230.png,data/raw/lol_v2/real_captured/train/normal/normal00230.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00231.png,data/raw/lol_v2/real_captured/train/normal/normal00231.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00232.png,data/raw/lol_v2/real_captured/train/normal/normal00232.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00233.png,data/raw/lol_v2/real_captured/train/normal/normal00233.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00235.png,data/raw/lol_v2/real_captured/train/normal/normal00235.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00236.png,data/raw/lol_v2/real_captured/train/normal/normal00236.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00237.png,data/raw/lol_v2/real_captured/train/normal/normal00237.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00238.png,data/raw/lol_v2/real_captured/train/normal/normal00238.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00240.png,data/raw/lol_v2/real_captured/train/normal/normal00240.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00241.png,data/raw/lol_v2/real_captured/train/normal/normal00241.png,,
lol_v2_real,train,data/raw/lol_v2/real_captured/train/low/low00242.png,data/raw/lol_v2/real_captured/train/normal/normal00242.png,,
