dataset,split,input_path,target_path,category,illumination_level
mill_s,test,data/preprocessed/mill_s/test/input/test15-1.png,data/preprocessed/mill_s/test/gt/test15.png,,1
mill_s,test,data/preprocessed/mill_s/test/input/test15-10.png,data/preprocessed/mill_s/test/gt/test15.png,,10
mill_s,test,data/preprocessed/mill_s/test/input/test15-2.png,data/preprocessed/mill_s/test/gt/test15.png,,2
mill_s,test,data/preprocessed/mill_s/test/input/test15-3.png,data/preprocessed/mill_s/test/gt/test15.png,,3
mill_s,test,data/preprocessed/mill_s/test/input/test15-4.png,data/preprocessed/mill_s/test/gt/test15.png,,4
mill_s,test,data/preprocessed/mill_s/test/input/test15-5.png,data/preprocessed/mill_s/test/gt/test15.png,,5
mill_s,test,data/preprocessed/mill_s/test/input/test15-6.png,data/preprocessed/mill_s/test/gt/test15.png,,6
mill_s,test,data/preprocessed/mill_s/test/input/test15-7.png,data/preprocessed/mill_s/test/gt/test15.png,,7
mill_s,test,data/preprocessed/mill_s/test/input/test15-8.png,data/preprocessed/mill_s/test/gt/test15.png,,8
mill_s,test,data/preprocessed/mill_s/test/input/test15-9.png,data/preprocessed/mill_s/test/gt/test15.png,,9
mill_s,test,data/preprocessed/mill_s/test/input/test16-1.png,data/preprocessed/mill_s/test/gt/test16.png,,1
mill_s,test,data/preprocessed/mill_s/test/input/test16-10.png,data/preprocessed/mill_s/test/gt/test16.png,,10
mill_s,test,data/preprocessed/mill_s/test/input/test16-2.png,data/preprocessed/mill_s/test/gt/test16.png,,2
mill_s,test,data/preprocessed/mill_s/test/input/test16-3.png,data/preprocessed/mill_s/test/gt/test16.png,,3
mill_s,test,data/preprocessed/mill_s/test/input/test16-4.png,data/preprocessed/mill_s/test/gt/test16.png,,4
mill_s,test,data/preprocessed/mill_s/test/input/test16-5.png,data/preprocessed/mill_s/test/gt/test16.png,,5
mill_s,test,data/preprocessed/mill_s/test/input/test16-6.png,data/preprocessed/mill_s/test/gt/test16.png,,6
mill_s,test,data/preprocessed/mill_s/test/input/test16-7.png,data/preprocessed/mill_s/test/gt/test16.png,,7
mill_s,test,data/preprocessed/mill_s/test/input/test16-8.png,data/preprocessed/mill_s/test/gt/test16.png,,8
mill_s,test,data/preprocessed/mill_s/test/input/test16-9.png,data/preprocessed/mill_s/test/gt/test16.png,,9
mill_s,test,data/preprocessed/mill_s/test/input/test17-1.png,data/preprocessed/mill_s/test/gt/test17.png,,1
mill_s,test,data/preprocessed/mill_s/test/input/test17-10.png,data/preprocessed/mill_s/test/gt/test17.png,,10
mill_s,test,data/preprocessed/mill_s/test/input/test17-2.png,data/preprocessed/mill_s/test/gt/test17.png,,2
mill_s,test,data/preprocessed/mill_s/test/input/test17-3.png,data/preprocessed/mill_s/test/gt/test17.png,,3
mill_s,test,data/preprocessed/mill_s/test/input/test17-4.png,data/preprocessed/mill_s/test/gt/test17.png,,4
mill_s,test,data/preprocessed/mill_s/test/input/test17-5.png,data/preprocessed/mill_s/test/gt/test17.png,,5
mill_s,test,data/preprocessed/mill_s/test/input/test17-6.png,data/preprocessed/mill_s/test/gt/test17.png,,6
mill_s,test,data/preprocessed/mill_s/test/input/test17-7.png,data/preprocessed/mill_s/test/gt/test17.png,,7
mill_s,test,data/preprocessed/mill_s/test/input/test17-8.png,data/preprocessed/mill_s/test/gt/test17.png,,8
mill_s,test,data/preprocessed/mill_s/test/input/test17-9.png,data/preprocessed/mill_s/test/gt/test17.png,,9
mill_s,test,data/preprocessed/mill_s/test/input/test18-1.png,data/preprocessed/mill_s/test/gt/test18.png,,1
mill_s,test,data/preprocessed/mill_s/test/input/test18-10.png,data/preprocessed/mill_s/test/gt/test18.png,,10
mill_s,test,data/preprocessed/mill_s/test/input/test18-2.png,data/preprocessed/mill_s/test/gt/test18.png,,2
mill_s,test,data/preprocessed/mill_s/test/input/test18-3.png,data/preprocessed/mill_s/test/gt/test18.png,,3
mill_s,test,data/preprocessed/mill_s/test/input/test18-4.png,data/preprocessed/mill_s/test/gt/test18.png,,4
mill_s,test,data/preprocessed/mill_s/test/input/test18-5.png,data/preprocessed/mill_s/test/gt/test18.png,,5
mill_s,test,data/preprocessed/mill_s/test/input/test18-6.png,data/preprocessed/mill_s/test/gt/test18.png,,6
mill_s,test,data/preprocessed/mill_s/test/input/test18-7.png,data/preprocessed/mill_s/test/gt/test18.png,,7
mill_s,test,data/preprocessed/mill_s/test/input/test18-8.png,data/preprocessed/mill_s/test/gt/test18.png,,8
mill_s,test,data/preprocessed/mill_s/test/input/test18-9.png,data/preprocessed/mill_s/test/gt/test18.png,,9
mill_s,test,data/preprocessed/mill_s/test/input/test19-1.png,data/preprocessed/mill_s/test/gt/test19.png,,1
mill_s,test,data/preprocessed/mill_s/test/input/test19-10.png,data/preprocessed/mill_s/test/gt/test19.png,,10
mill_s,test,data/preprocessed/mill_s/test/input/test19-2.png,data/preprocessed/mill_s/test/gt/test19.png,,2
mill_s,test,data/preprocessed/mill_s/test/input/test19-3.png,data/preprocessed/mill_s/test/gt/test19.png,,3
mill_s,test,data/preprocessed/mill_s/test/input/test19-4.png,data/preprocessed/mill_s/test/gt/test19.png,,4
mill_s,test,data/preprocessed/mill_s/test/input/test19-5.png,data/preprocessed/mill_s/test/gt/test19.png,,5
mill_s,test,data/preprocessed/mill_s/test/input/test19-6.png,data/preprocessed/mill_s/test/gt/test19.png,,6
mill_s,test,data/preprocessed/mill_s/test/input/test19-7.png,data/preprocessed/mill_s/test/gt/test19.png,,7
mill_s,test,data/preprocessed/mill_s/test/input/test19-8.png,data/preprocessed/mill_s/test/gt/test19.png,,8
mill_s,test,data/preprocessed/mill_s/test/input/test19-9.png,data/preprocessed/mill_s/test/gt/test19.png,,9
mill_s,test,data/preprocessed/mill_s/test/input/test20-1.png,data/preprocessed/mill_s/test/gt/test20.png,,1
mill_s,test,data/preprocessed/mill_s/test/input/test20-10.png,data/preprocessed/mill_s/test/gt/test20.png,,10
mill_s,test,data/preprocessed/mill_s/test/input/test20-2.png,data/preprocessed/mill_s/test/gt/test20.png,,2
mill_s,test,data/preprocessed/mill_s/test/input/test20-3.png,data/preprocessed/mill_s/test/gt/test20.png,,3
mill_s,test,data/preprocessed/mill_s/test/input/test20-4.png,data/preprocessed/mill_s/test/gt/test20.png,,4
mill_s,test,data/preprocessed/mill_s/test/input/test20-5.png,data/preprocessed/mill_s/test/gt/test20.png,,5
mill_s,test,data/preprocessed/mill_s/test/input/test20-6.png,data/preprocessed/mill_s/test/gt/test20.png,,6
mill_s,test,data/preprocessed/mill_s/test/input/test20-7.png,data/preprocessed/mill_s/test/gt/test20.png,,7
mill_s,test,data/preprocessed/mill_s/test/input/test20-8.png,data/preprocessed/mill_s/test/gt/test20.png,,8
mill_s,test,data/preprocessed/mill_s/test/input/test20-9.png,data/preprocessed/mill_s/test/gt/test20.png,,9
mill_s,test,data/preprocessed/mill_s/train/input/scene10_a-1.png,data/preprocessed/mill_s/train/gt/scene10_a.png,,1
mill_s,test,data/preprocessed/mill_s/train/input/scene10_a-10.png,data/preprocessed/mill_s/train/gt/scene10_a.png,,10
mill_s,test,data/preprocessed/mill_s/train/input/scene10_a-2.png,data/preprocessed/mill_s/train/gt/scene10_a.png,,2
mill_s,test,data/preprocessed/mill_s/train/input/scene10_a-3.png,data/preprocessed/mill_s/train/gt/scene10_a.png,,3
mill_s,test,data/preprocessed/mill_s/train/input/scene10_a-4.png,data/preprocessed/mill_s/train/gt/scene10_a.png,,4
mill_s,test,data/preprocessed/mill_s/train/input/scene10_a-5.png,data/preprocessed/mill_s/train/gt/scene10_a.png,,5
mill_s,test,data/preprocessed/mill_s/train/input/scene10_a-6.png,data/preprocessed/mill_s/train/gt/scene10_a.png,,6
mill_s,test,data/preprocessed/mill_s/train/input/scene10_a-7.png,data/preprocessed/mill_s/train/gt/scene10_a.png,,7
mill_s,test,data/preprocessed/mill_s/train/input/scene10_a-8.png,data/preprocessed/mill_s/train/gt/scene10_a.png,,8
mill_s,test,data/preprocessed/mill_s/train/input/scene10_a-9.png,data/preprocessed/mill_s/train/gt/scene10_a.png,,9
mill_s,test,data/preprocessed/mill_s/train/input/scene10_b-1.png,data/preprocessed/mill_s/train/gt/scene10_b.png,,1
mill_s,test,data/preprocessed/mill_s/train/input/scene10_b-10.png,data/preprocessed/mill_s/train/gt/scene10_b.png,,10
mill_s,test,data/preprocessed/mill_s/train/input/scene10_b-2.png,data/preprocessed/mill_s/train/gt/scene10_b.png,,2
mill_s,test,data/preprocessed/mill_s/train/input/scene10_b-3.png,data/preprocessed/mill_s/train/gt/scene10_b.png,,3
mill_s,test,data/preprocessed/mill_s/train/input/scene10_b-4.png,data/preprocessed/mill_s/train/gt/scene10_b.png,,4
mill_s,test,data/preprocessed/mill_s/train/input/scene10_b-5.png,data/preprocessed/mill_s/train/gt/scene10_b.png,,5
mill_s,test,data/preprocessed/mill_s/train/input/scene10_b-6.png,data/preprocessed/mill_s/train/gt/scene10_b.png,,6
mill_s,test,data/preprocessed/mill_s/train/input/scene10_b-7.png,data/preprocessed/mill_s/train/gt/scene10_b.png,,7
mill_s,test,data/preprocessed/mill_s/train/input/scene10_b-8.png,data/preprocessed/mill_s/train/gt/scene10_b.png,,8
mill_s,test,data/preprocessed/mill_s/train/input/scene10_b-9.png,data/preprocessed/mill_s/train/gt/scene10_b.png,,9
mill_s,test,data/preprocessed/mill_s/train/input/scene11-1.png,data/preprocessed/mill_s/train/gt/scene11.png,,1
mill_s,test,data/preprocessed/mill_s/train/input/scene11-10.png,data/preprocessed/mill_s/train/gt/scene11.png,,10
mill_s,test,data/preprocessed/mill_s/train/input/scene11-2.png,data/preprocessed/mill_s/train/gt/scene11.png,,2
mill_s,test,data/preprocessed/mill_s/train/input/scene11-3.png,data/preprocessed/mill_s/train/gt/scene11.png,,3
mill_s,test,data/preprocessed/mill_s/train/input/scene11-4.png,data/preprocessed/mill_s/train/gt/scene11.png,,4
mill_s,test,data/preprocessed/mill_s/train/input/scene11-5.png,data/preprocessed/mill_s/train/gt/scene11.png,,5
mill_s,test,data/preprocessed/mill_s/train/input/scene11-6.png,data/preprocessed/mill_s/train/gt/scene11.png,,6
mill_s,test,data/preprocessed/mill_s/train/input/scene11-7.png,data/preprocessed/mill_s/train/gt/scene11.png,,7
mill_s,test,data/preprocessed/mill_s/train/input/scene11-8.png,data/preprocessed/mill_s/train/gt/scene11.png,,8
mill_s,test,data/preprocessed/mill_s/train/input/scene11-9.png,data/preprocessed/mill_s/train/gt/scene11.png,,9
mill_s,test,data/preprocessed/mill_s/train/input/scene12-1.png,data/preprocessed/mill_s/train/gt/scene12.png,,1
mill_s,test,data/preprocessed/mill_s/train/input/scene12-10.png,data/preprocessed/mill_s/train/gt/scene12.png,,10
mill_s,test,data/preprocessed/mill_s/train/input/scene12-2.png,data/preprocessed/mill_s/train/gt/scene12.png,,2
mill_s,test,data/preprocessed/mill_s/train/input/scene12-3.png,data/preprocessed/mill_s/train/gt/scene12.png,,3
mill_s,test,data/preprocessed/mill_s/train/input/scene12-4.png,data/preprocessed/mill_s/train/gt/scene12.png,,4
mill_s,test,data/preprocessed/mill_s/train/input/scene12-5.png,data/preprocessed/mill_s/train/gt/scene12.png,,5
mill_s,test,data/preprocessed/mill_s/train/input/scene12-6.png,data/preprocessed/mill_s/train/gt/scene12.png,,6
mill_s,test,data/preprocessed/mill_s/train/input/scene12-7.png,data/preprocessed/mill_s/train/gt/scene12.png,,7
mill_s,test,data/preprocessed/mill_s/train/input/scene12-8.png,data/preprocessed/mill_s/train/gt/scene12.png,,8
mill_s,test,data/preprocessed/mill_s/train/input/scene12-9.png,data/preprocessed/mill_s/train/gt/scene12.png,,9
mill_s,test,data/preprocessed/mill_s/train/input/scene13-1.png,data/preprocessed/mill_s/train/gt/scene13.png,,1
mill_s,test,data/preprocessed/mill_s/train/input/scene13-10.png,data/preprocessed/mill_s/train/gt/scene13.png,,10
mill_s,test,data/preprocessed/mill_s/train/input/scene13-2.png,data/preprocessed/mill_s/train/gt/scene13.png,,2
mill_s,test,data/preprocessed/mill_s/train/input/scene13-3.png,data/preprocessed/mill_s/train/gt/scene13.png,,3
mill_s,test,data/preprocessed/mill_s/train/input/scene13-4.png,data/preprocessed/mill_s/train/gt/scene13.png,,4
mill_s,test,data/preprocessed/mill_s/train/input/scene13-5.png,data/preprocessed/mill_s/train/gt/scene13.png,,5
mill_s,test,data/preprocessed/mill_s/train/input/scene13-6.png,data/preprocessed/mill_s/train/gt/scene13.png,,6
mill_s,test,data/preprocessed/mill_s/train/input/scene13-7.png,data/preprocessed/mill_s/train/gt/scene13.png,,7
mill_s,test,data/preprocessed/mill_s/train/input/scene13-8.png,data/preprocessed/mill_s/train/gt/scene13.png,,8
mill_s,test,data/preprocessed/mill_s/train/input/scene13-9.png,data/preprocessed/mill_s/train/gt/scene13.png,,9
mill_s,test,data/preprocessed/mill_s/train/input/scene14-1.png,data/preprocessed/mill_s/train/gt/scene14.png,,1
mill_s,test,data/preprocessed/mill_s/train/input/scene14-10.png,data/preprocessed/mill_s/train/gt/scene14.png,,10
mill_s,test,data/preprocessed/mill_s/train/input/scene14-2.png,data/preprocessed/mill_s/train/gt/scene14.png,,2
mill_s,test,data/preprocessed/mill_s/train/input/scene14-3.png,data/preprocessed/mill_s/train/gt/scene14.png,,3
mill_s,test,data/preprocessed/mill_s/train/input/scene14-4.png,data/preprocessed/mill_s/train/gt/scene14.png,,4
mill_s,test,data/preprocessed/mill_s/train/input/scene14-5.png,data/preprocessed/mill_s/train/gt/scene14.png,,5
mill_s,test,data/preprocessed/mill_s/train/input/scene14-6.png,data/preprocessed/mill_s/train/gt/scene14.png,,6
mill_s,test,data/preprocessed/mill_s/train/input/scene14-7.png,data/preprocessed/mill_s/train/gt/scene14.png,,7
mill_s,test,data/preprocessed/mill_s/train/input/scene14-8.png,data/preprocessed/mill_s/train/gt/scene14.png,,8
mill_s,test,data/preprocessed/mill_s/train/input/scene14-9.png,data/preprocessed/mill_s/train/gt/scene14.png,,9
mill_s,test,data/preprocessed/mill_s/train/input/scene15-1.png,data/preprocessed/mill_s/train/gt/scene15.png,,1
mill_s,test,data/preprocessed/mill_s/train/input/scene15-10.png,data/preprocessed/mill_s/train/gt/scene15.png,,10
mill_s,test,data/preprocessed/mill_s/train/input/scene15-2.png,data/preprocessed/mill_s/train/gt/scene15.png,,2
mill_s,test,data/preprocessed/mill_s/train/input/scene15-3.png,data/preprocessed/mill_s/train/gt/scene15.png,,3
mill_s,test,data/preprocessed/mill_s/train/input/scene15-4.png,data/preprocessed/mill_s/train/gt/scene15.png,,4
mill_s,test,data/preprocessed/mill_s/train/input/scene15-5.png,data/preprocessed/mill_s/train/gt/scene15.png,,5
mill_s,test,data/preprocessed/mill_s/train/input/scene15-6.png,data/preprocessed/mill_s/train/gt/scene15.png,,6
mill_s,test,data/preprocessed/mill_s/train/input/scene15-7.png,data/preprocessed/mill_s/train/gt/scene15.png,,7
mill_s,test,data/preprocessed/mill_s/train/input/scene15-8.png,data/preprocessed/mill_s/train/gt/scene15.png,,8
mill_s,test,data/preprocessed/mill_s/train/input/scene15-9.png,data/preprocessed/mill_s/train/gt/scene15.png,,9
mill_s,test,data/preprocessed/mill_s/train/input/scene16-1.png,data/preprocessed/mill_s/train/gt/scene16.png,,1
mill_s,test,data/preprocessed/mill_s/train/input/scene16-10.png,data/preprocessed/mill_s/train/gt/scene16.png,,10
mill_s,test,data/preprocessed/mill_s/train/input/scene16-2.png,data/preprocessed/mill_s/train/gt/scene16.png,,2
mill_s,test,data/preprocessed/mill_s/train/input/scene16-3.png,data/preprocessed/mill_s/train/gt/scene16.png,,3
mill_s,test,data/preprocessed/mill_s/train/input/scene16-4.png,data/preprocessed/mill_s/train/gt/scene16.png,,4
mill_s,test,data/preprocessed/mill_s/train/input/scene16-5.png,data/preprocessed/mill_s/train/gt/scene16.png,,5
mill_s,test,data/preprocessed/mill_s/train/input/scene16-6.png,data/preprocessed/mill_s/train/gt/scene16.png,,6
mill_s,test,data/preprocessed/mill_s/train/input/scene16-7.png,data/preprocessed/mill_s/train/gt/scene16.png,,7
mill_s,test,data/preprocessed/mill_s/train/input/scene16-8.png,data/preprocessed/mill_s/train/gt/scene16.png,,8
mill_s,test,data/preprocessed/mill_s/train/input/scene16-9.png,data/preprocessed/mill_s/train/gt/scene16.png,,9
mill_s,test,data/preprocessed/mill_s/train/input/scene17-1.png,data/preprocessed/mill_s/train/gt/scene17.png,,1
mill_s,test,data/preprocessed/mill_s/train/input/scene17-10.png,data/preprocessed/mill_s/train/gt/scene17.png,,10
mill_s,test,data/preprocessed/mill_s/train/input/scene17-2.png,data/preprocessed/mill_s/train/gt/scene17.png,,2
mill_s,test,data/preprocessed/mill_s/train/input/scene17-3.png,data/preprocessed/mill_s/train/gt/scene17.png,,3
mill_s,test,data/preprocessed/mill_s/train/input/scene17-4.png,data/preprocessed/mill_s/train/gt/scene17.png,,4
mill_s,test,data/preprocessed/mill_s/train/input/scene17-5.png,data/preprocessed/mill_s/train/gt/scene17.png,,5
mill_s,test,data/preprocessed/mill_s/train/input/scene17-6.png,data/preprocessed/mill_s/train/gt/scene17.png,,6
mill_s,test,data/preprocessed/mill_s/train/input/scene17-7.png,data/preprocessed/mill_s/train/gt/scene17.png,,7
mill_s,test,data/preprocessed/mill_s/train/input/scene17-8.png,data/preprocessed/mill_s/train/gt/scene17.png,,8
mill_s,test,data/preprocessed/mill_s/train/input/scene17-9.png,data/preprocessed/mill_s/train/gt/scene17.png,,9
mill_s,test,data/preprocessed/mill_s/train/input/scene18-1.png,data/preprocessed/mill_s/train/gt/scene18.png,,1
mill_s,test,data/preprocessed/mill_s/train/input/scene18-10.png,data/preprocessed/mill_s/train/gt/scene18.png,,10
mill_s,test,data/preprocessed/mill_s/train/input/scene18-2.png,data/preprocessed/mill_s/train/gt/scene18.png,,2
mill_s,test,data/preprocessed/mill_s/train/input/scene18-3.png,data/preprocessed/mill_s/train/gt/scene18.png,,3
mill_s,test,data/preprocessed/mill_s/train/input/scene18-4.png,data/preprocessed/mill_s/train/gt/scene18.png,,4
mill_s,test,data/preprocessed/mill_s/train/input/scene18-5.png,data/preprocessed/mill_s/train/gt/scene18.png,,5
mill_s,test,data/preprocessed/mill_s/train/input/scene18-6.png,data/preprocessed/mill_s/train/gt/scene18.png,,6
mill_s,test,data/preprocessed/mill_s/train/input/scene18-7.png,data/preprocessed/mill_s/train/gt/scene18.png,,7
mill_s,test,data/preprocessed/mill_s/train/input/scene18-8.png,data/preprocessed/mill_s/train/gt/scene18.png,,8
mill_s,test,data/preprocessed/mill_s/train/input/scene18-9.png,data/preprocessed/mill_s/train/gt/scene18.png,,9
mill_s,test,data/preprocessed/mill_s/train/input/scene19-1.png,data/preprocessed/mill_s/train/gt/scene19.png,,1
mill_s,test,data/preprocessed/mill_s/train/input/scene19-10.png,data/preprocessed/mill_s/train/gt/scene19.png,,10
mill_s,test,data/preprocessed/mill_s/train/input/scene19-2.png,data/preprocessed/mill_s/train/gt/scene19.png,,2
mill_s,test,data/preprocessed/mill_s/train/input/scene19-3.png,data/preprocessed/mill_s/train/gt/scene19.png,,3
mill_s,test,data/preprocessed/mill_s/train/input/scene19-4.png,data/preprocessed/mill_s/train/gt/scene19.png,,4
mill_s,test,data/preprocessed/mill_s/train/input/scene19-5.png,data/preprocessed/mill_s/train/gt/scene19.png,,5
mill_s,test,data/preprocessed/mill_s/train/input/scene19-6.png,data/preprocessed/mill_s/train/gt/scene19.png,,6
mill_s,test,data/preprocessed/mill_s/train/input/scene19-7.png,data/preprocessed/mill_s/train/gt/scene19.png,,7
mill_s,test,data/preprocessed/mill_s/train/input/scene19-8.png,data/preprocessed/mill_s/train/gt/scene19.png,,8
mill_s,test,data/preprocessed/mill_s/train/input/scene19-9.png,data/preprocessed/mill_s/train/gt/scene19.png,,9
mill_s,test,data/preprocessed/mill_s/train/input/scene1_a-1.png,data/preprocessed/mill_s/train/gt/scene1_a.png,,1
mill_s,test,data/preprocessed/mill_s/train/input/scene1_a-10.png,data/preprocessed/mill_s/train/gt/scene1_a.png,,10
mill_s,test,data/preprocessed/mill_s/train/input/scene1_a-2.png,data/preprocessed/mill_s/train/gt/scene1_a.png,,2
mill_s,test,data/preprocessed/mill_s/train/input/scene1_a-3.png,data/preprocessed/mill_s/train/gt/scene1_a.png,,3
mill_s,test,data/preprocessed/mill_s/train/input/scene1_a-4.png,data/preprocessed/mill_s/train/gt/scene1_a.png,,4
mill_s,test,data/preprocessed/mill_s/train/input/scene1_a-5.png,data/preprocessed/mill_s/train/gt/scene1_a.png,,5
mill_s,test,data/preprocessed/mill_s/train/input/scene1_a-6.png,data/preprocessed/mill_s/train/gt/scene1_a.png,,6
mill_s,test,data/preprocessed/mill_s/train/input/scene1_a-7.png,data/preprocessed/mill_s/train/gt/scene1_a.png,,7
mill_s,test,data/preprocessed/mill_s/train/input/scene1_a-8.png,data/preprocessed/mill_s/train/gt/scene1_a.png,,8
mill_s,test,data/preprocessed/mill_s/train/input/scene1_a-9.png,data/preprocessed/mill_s/train/gt/scene1_a.png,,9
mill_s,test,data/preprocessed/mill_s/train/input/scene1_b-1.png,data/preprocessed/mill_s/train/gt/scene1_b.png,,1
mill_s,test,data/preprocessed/mill_s/train/input/scene1_b-10.png,data/preprocessed/mill_s/train/gt/scene1_b.png,,10
mill_s,test,data/preprocessed/mill_s/train/input/scene1_b-2.png,data/preprocessed/mill_s/train/gt/scene1_b.png,,2
mill_s,test,data/preprocessed/mill_s/train/input/scene1_b-3.png,data/preprocessed/mill_s/train/gt/scene1_b.png,,3
mill_s,test,data/preprocessed/mill_s/train/input/scene1_b-4.png,data/preprocessed/mill_s/train/gt/scene1_b.png,,4
mill_s,test,data/preprocessed/mill_s/train/input/scene1_b-5.png,data/preprocessed/mill_s/train/gt/scene1_b.png,,5
mill_s,test,data/preprocessed/mill_s/train/input/scene1_b-6.png,data/preprocessed/mill_s/train/gt/scene1_b.png,,6
mill_s,test,data/preprocessed/mill_s/train/input/scene1_b-7.png,data/preprocessed/mill_s/train/gt/scene1_b.png,,7
mill_s,test,data/preprocessed/mill_s/train/input/scene1_b-8.png,data/preprocessed/mill_s/train/gt/scene1_b.png,,8
mill_s,test,data/preprocessed/mill_s/train/input/scene1_b-9.png,data/preprocessed/mill_s/train/gt/scene1_b.png,,9
mill_s,test,data/preprocessed/mill_s/train/input/scene20-1.png,data/preprocessed/mill_s/train/gt/scene20.png,,1
mill_s,test,data/preprocessed/mill_s/train/input/scene20-10.png,data/preprocessed/mill_s/train/gt/scene20.png,,10
mill_s,test,data/preprocessed/mill_s/train/input/scene20-2.png,data/preprocessed/mill_s/train/gt/scene20.png,,2
mill_s,test,data/preprocessed/mill_s/train/input/scene20-3.png,data/preprocessed/mill_s/train/gt/scene20.png,,3
mill_s,test,data/preprocessed/mill_s/train/input/scene20-4.png,data/preprocessed/mill_s/train/gt/scene20.png,,4
mill_s,test,data/preprocessed/mill_s/train/input/scene20-5.png,data/preprocessed/mill_s/train/gt/scene20.png,,5
mill_s,test,data/preprocessed/mill_s/train/input/scene20-6.png,data/preprocessed/mill_s/train/gt/scene20.png,,6
mill_s,test,data/preprocessed/mill_s/train/input/scene20-7.png,data/preprocessed/mill_s/train/gt/scene20.png,,7
mill_s,test,data/preprocessed/mill_s/train/input/scene20-8.png,data/preprocessed/mill_s/train/gt/scene20.png,,8
mill_s,test,data/preprocessed/mill_s/train/input/scene20-9.png,data/preprocessed/mill_s/train/gt/scene20.png,,9
mill_s,test,data/preprocessed/mill_s/train/input/scene21-1.png,data/preprocessed/mill_s/train/gt/scene21.png,,1
mill_s,test,data/preprocessed/mill_s/train/input/scene21-10.png,data/preprocessed/mill_s/train/gt/scene21.png,,10
mill_s,test,data/preprocessed/mill_s/train/input/scene21-2.png,data/preprocessed/mill_s/train/gt/scene21.png,,2
mill_s,test,data/preprocessed/mill_s/train/input/scene21-3.png,data/preprocessed/mill_s/train/gt/scene21.png,,3
mill_s,test,data/preprocessed/mill_s/train/input/scene21-4.png,data/preprocessed/mill_s/train/gt/scene21.png,,4
mill_s,test,data/preprocessed/mill_s/train/input/scene21-5.png,data/preprocessed/mill_s/train/gt/scene21.png,,5
mill_s,test,data/preprocessed/mill_s/train/input/scene21-6.png,data/preprocessed/mill_s/train/gt/scene21.png,,6
mill_s,test,data/preprocessed/mill_s/train/input/scene21-7.png,data/preprocessed/mill_s/train/gt/scene21.png,,7
mill_s,test,data/preprocessed/mill_s/train/input/scene21-8.png,data/preprocessed/mill_s/train/gt/scene21.png,,8
mill_s,test,data/preprocessed/mill_s/train/input/scene21-9.png,data/preprocessed/mill_s/train/gt/scene21.png,,9
mill_s,test,data/preprocessed/mill_s/train/input/scene22-1.png,data/preprocessed/mill_s/train/gt/scene22.png,,1
mill_s,test,data/preprocessed/mill_s/train/input/scene22-10.png,data/preprocessed/mill_s/train/gt/scene22.png,,10
mill_s,test,data/preprocessed/mill_s/train/input/scene22-2.png,data/preprocessed/mill_s/train/gt/scene22.png,,2
mill_s,test,data/preprocessed/mill_s/train/input/scene22-3.png,data/preprocessed/mill_s/train/gt/scene22.png,,3
mill_s,test,data/preprocessed/mill_s/train/input/scene22-4.png,data/preprocessed/mill_s/train/gt/scene22.png,,4
mill_s,test,data/preprocessed/mill_s/train/input/scene22-5.png,data/preprocessed/mill_s/train/gt/scene22.png,,5
mill_s,test,data/preprocessed/mill_s/train/input/scene22-6.png,data/preprocessed/mill_s/train/gt/scene22.png,,6
